名称,名称,关系
维克多·加博,泰坦尼克号,出演
艾琳·戈洛瓦娅,蝴蝶效应,出演
三户耕三,红辣椒,出演
托马·索利韦尔,触不可及,出演
杜满生,饮食男女,出演
塔彭丝·米德尔顿,模仿游戏,出演
凯文·苏斯曼,人工智能,出演
史蒂芬·威丁顿,模仿游戏,出演
述平,鬼子来了,出演
爱德华多·莱奥,完美陌生人,出演
本杰明·米派德,黑天鹅,出演
M·K·拉伊纳,地球上的星星,出演
罗伊·阿布拉姆森,网络谜踪,出演
王琄,牯岭街少年杀人事件,出演
莫里斯·贝尼舒,天使爱美丽,出演
张柏芝,喜剧之王,出演
王肖兵,天书奇谭,出演
PeterPalmer,剪刀手爱德华,出演
肖恩·布里吉格斯,房间,出演
马野都留子,七武士,出演
黄经汉,蝙蝠侠：黑暗骑士,出演
乔纳森·泰勒·托马斯,狮子王,出演
约翰·梅根纳,教父2,出演
皮特·波斯尔思韦特,盗梦空间,出演
清水美恵,七武士,出演
朱莉·德尔佩,爱在黎明破晓前,出演
朱莉·德尔佩,爱在日落黄昏时,出演
朱莉·德尔佩,爱在午夜降临前,出演
埃里克·罗兰,拯救大兵瑞恩,出演
北浦爱,无人知晓,出演
玛格丽特·罗林斯,罗马假日,出演
托玛斯·博·拉森,狩猎,出演
法拉赫阿米尔·哈什米安,小鞋子,出演
罗文娜·金,遗愿清单,出演
迪利普·劳,盗梦空间,出演
迪利普·劳,阿凡达,出演
理查德·哈里斯,哈利·波特与魔法石,出演
理查德·哈里斯,哈利·波特与密室,出演
黄圣依,功夫,出演
李璟荣,阳光姐妹淘,出演
李璟荣,恐怖直播,出演
约翰·诺兰,追随,出演
吉里什·库卡尼,摔跤吧！爸爸,出演
约翰·加文,惊魂记,出演
刘德华,无间道,出演
刘德华,阿飞正传,出演
约翰·特拉沃尔塔,低俗小说,出演
罗德里戈·桑托罗,真爱至上,出演
马特·纳夫莱,血战钢锯岭,出演
小林薰,幽灵公主,出演
彼得·洛迈尔,海蒂和爷爷,出演
SamKelly,指环王2：双塔奇兵,出演
安德鲁·斯坦顿,机器人总动员,出演
托妮·科莱特,第六感,出演
托妮·科莱特,玛丽和马克思,出演
杰森·莱恩斯,波西米亚狂想曲,出演
戴维·瑟斯比,魂断蓝桥,出演
马修·布罗德里克,狮子王,出演
马修·布罗德里克,海边的曼彻斯特,出演
古谷彻,红辣椒,出演
杰曼·翰苏,血钻,出演
詹姆斯·伍兹,美国往事,出演
马克·伊瓦涅,辛德勒的名单,出演
马克·伊瓦涅,幸福终点站,出演
萨姆·沃辛顿,阿凡达,出演
萨姆·沃辛顿,血战钢锯岭,出演
瑞恩·波特,超能陆战队,出演
罗宾·奈文,黑客帝国3：矩阵革命,出演
罗宾·奈文,黑客帝国2：重装上阵,出演
林美秀,大佛普拉斯,出演
葛素媛,7号房的礼物,出演
詹姆斯·克伦威尔,超能陆战队,出演
詹姆斯·克伦威尔,绿里奇迹,出演
BrianCopeland,遗愿清单,出演
杨静怡,牯岭街少年杀人事件,出演
亚历克斯·崔贝克,遗愿清单,出演
黛比·特纳,音乐之声,出演
温妮·孔,燃情岁月,出演
丹尼·弗拉,爱在日落黄昏时,出演
左时枝,崖上的波妞,出演
乌玛·瑟曼,低俗小说,出演
乌玛·瑟曼,千钧一发,出演
罗布·许贝尔,神偷奶爸,出演
张维,阳光灿烂的日子,出演
沙拉万提·塞纳特,少年派的奇幻漂流,出演
格雷戈里·加迪诺尔,放牛班的春天,出演
ElizabethDennehy,千钧一发,出演
郑元中,辩护人,出演
巩俐,霸王别姬,出演
巩俐,活着,出演
巩俐,唐伯虎点秋香,出演
KathyDombo,剪刀手爱德华,出演
马特·杰拉德,阿凡达,出演
雪莉·亨德森,哈利·波特与火焰杯,出演
雪莉·亨德森,猜火车,出演
迪米特里·格里特萨斯,拯救大兵瑞恩,出演
细井治,未麻的部屋,出演
弗莱德·克莱恩,乱世佳人,出演
木村佳乃,告白,出演
达里奥·格兰迪内蒂,荒蛮故事,出演
埃德蒙·莫蒂默,魂断蓝桥,出演
苏千越,驴得水,出演
弗里德里克·贝希特,朗读者,出演
吉特·卡森,惊魂记,出演
徐锦江,九品芝麻官,出演
徐锦江,新龙门客栈,出演
ClaraReid,魂断蓝桥,出演
桑贾伊·达迪克,地球上的星星,出演
柏原崇,情书,出演
詹姆斯·C·莫顿,摩登时代,出演
布鲁斯·麦克金伦,波西米亚狂想曲,出演
西村朋纮,龙猫,出演
吴兴国,青蛇,出演
郑宇彤,大佛普拉斯,出演
朗·霍华德,美丽心灵,出演
约翰·雷吉扎莫,冰川时代,出演
李太力,盗梦空间,出演
金伯利·坎贝尔,记忆碎片,出演
小佩德罗·阿门达里斯,海洋,出演
小林桂树,侧耳倾听,出演
莱昂纳多·迪卡普里奥,泰坦尼克号,出演
莱昂纳多·迪卡普里奥,盗梦空间,出演
莱昂纳多·迪卡普里奥,猫鼠游戏,出演
莱昂纳多·迪卡普里奥,禁闭岛,出演
莱昂纳多·迪卡普里奥,被解救的姜戈,出演
莱昂纳多·迪卡普里奥,血钻,出演
麦肯兹·韦加,电锯惊魂,出演
西妮德·马修斯,傲慢与偏见,出演
阿尔·伯恩,终结者2：审判日,出演
玛汀·麦古基安,真爱至上,出演
拉腊·弗林·鲍尔,死亡诗社,出演
金海仁,恐怖直播,出演
加藤武,七武士,出演
伊莱亚斯·科泰斯,本杰明·巴顿奇事,出演
伊莱亚斯·科泰斯,禁闭岛,出演
伊莱亚斯·科泰斯,千钧一发,出演
PhyllisBarry,魂断蓝桥,出演
石丸博也,东京教父,出演
铃森勘司,东京教父,出演
艾尔·哈林顿,阿甘正传,出演
蕾雅·赛杜,布达佩斯大饭店,出演
蕾雅·赛杜,无耻混蛋,出演
杜奕衡,让子弹飞,出演
克雷格·凯利,泰坦尼克号,出演
妲露拉·莱莉,盗梦空间,出演
妲露拉·莱莉,傲慢与偏见,出演
曹如晶,寄生虫,出演
凯瑞·穆里根,傲慢与偏见,出演
克里斯托弗·瓦尔兹,被解救的姜戈,出演
克里斯托弗·瓦尔兹,无耻混蛋,出演
安部春香,时空恋旅人,出演
詹森·舒瓦兹曼,布达佩斯大饭店,出演
格温妮斯·帕特洛,七宗罪,出演
比阿特丽斯·帕姆,天堂电影院,出演
艾文·布莱纳,猜火车,出演
艾文·布莱纳,黑鹰坠落,出演
汉斯-乔基姆·默比斯,惊魂记,出演
弗兰科·梅斯科利尼,美丽人生,出演
蒂莫西·柴勒梅德,星际穿越,出演
蒂莫西·柴勒梅德,请以你的名字呼唤我,出演
石仓三郎,忠犬八公物语,出演
田口昂,魔女宅急便,出演
亚当·兰伯特,波西米亚狂想曲,出演
RiadGalayini,幸福终点站,出演
王峰,驴得水,出演
法尔德斯·巴姆,第六感,出演
汤米·利斯特,疯狂动物城,出演
归亚蕾,饮食男女,出演
归亚蕾,喜宴,出演
乔纳·希尔,驯龙高手,出演
乔纳·希尔,被解救的姜戈,出演
马蒂亚斯·勃兰特,海洋,出演
LowdenAdams,魂断蓝桥,出演
辛纳克·勋纳曼,窃听风暴,出演
海塔·塞德拉·伊扎姆,何以为家,出演
阿诺·施瓦辛格,终结者2：审判日,出演
格劳瑞亚·斯图尔特,泰坦尼克号,出演
苇青,我不是药神,出演
弗朗西斯·古佐,美丽人生,出演
罗非洛·迪格托勒,拯救大兵瑞恩,出演
路易斯·瓦尔德斯,寻梦环游记,出演
拜伦·明斯,阿甘正传,出演
马克斯·马蒂尼,拯救大兵瑞恩,出演
佩特·史密斯,指环王3：王者无敌,出演
凯文·科斯特纳,完美的世界,出演
米勒德·米切尔,雨中曲,出演
克里斯托弗·加廷,黑天鹅,出演
派翠西娅·克拉克森,禁闭岛,出演
派翠西娅·克拉克森,绿里奇迹,出演
白冰,让子弹飞,出演
DariushMokhtari,小鞋子,出演
斯图尔特·马修斯,模仿游戏,出演
斯科特·迈克尔·坎贝尔,断背山,出演
大力,驴得水,出演
沈恩京,阳光姐妹淘,出演
沈恩京,釜山行,出演
乔希·达拉斯,疯狂动物城,出演
汉斯·魏因加特纳,爱在黎明破晓前,出演
铃木玲子,龙猫,出演
摩甘娜金,教父2,出演
查理·卓别林,摩登时代,出演
查理·卓别林,城市之光,出演
柴田理惠,东京教父,出演
刘玉玲,超脱,出演
林原惠美,红辣椒,出演
陈熙琼,阳光姐妹淘,出演
李乃文,我不是药神,出演
木村功,七武士,出演
史蒂文·布里尔,剪刀手爱德华,出演
本·怀特,音乐之声,出演
皮普·托伦斯,傲慢与偏见,出演
张素妍,熔炉,出演
理查德·弗让吉,美国往事,出演
吉娜·托瑞斯,黑客帝国3：矩阵革命,出演
吉娜·托瑞斯,黑客帝国2：重装上阵,出演
黎祥荣,岁月神偷,出演
平松晶子,龙猫,出演
波特·杨,美国往事,出演
高瑞熙,杀人回忆,出演
陈伟,阳光灿烂的日子,出演
BettyAllen,雨中曲,出演
汤姆·克鲁斯,雨人,出演
艾伦·格里尼,这个杀手不太冷,出演
江守彻,红辣椒,出演
江守彻,东京教父,出演
吉娜·马隆,傲慢与偏见,出演
苏茜·爱米斯,泰坦尼克号,出演
爱德华·诺顿,搏击俱乐部,出演
爱德华·诺顿,布达佩斯大饭店,出演
汤姆·塞兹摩尔,拯救大兵瑞恩,出演
汤姆·塞兹摩尔,黑鹰坠落,出演
唐·里克斯,玩具总动员3,出演
海伦·艾比罗克,雨中曲,出演
山姆·洛巴兹,人工智能,出演
东野英治郎,七武士,出演
塞缪尔·洛德·布莱克,怪兽电力公司,出演
大卫·哈雷伍德,血钻,出演
玛丽埃塔·耶米,海蒂和爷爷,出演
酒井美纪,情书,出演
江原由希子,无人知晓,出演
江原由希子,步履不停,出演
埃德·贝格利,十二怒汉,出演
托马斯·阿诺德,窃听风暴,出演
康斯坦丁·格雷戈里,末代皇帝,出演
克里斯托弗·洛伊德,飞越疯人院,出演
斯科特·安德森,泰坦尼克号,出演
皮特·沃恩,海上钢琴师,出演
伊桑·桑德勒,谍影重重2,出演
迈克尔·加·怀特,蝙蝠侠：黑暗骑士,出演
乔·潘托里亚诺,黑客帝国,出演
乔·潘托里亚诺,记忆碎片,出演
古泽彻,未麻的部屋,出演
弗兰克·赛格,这个杀手不太冷,出演
玛蒂娜·乌尔塔多,看不见的客人,出演
文森特·卡索,黑天鹅,出演
拉蒙·普霍尔,香水,出演
程晓桦,天书奇谭,出演
中村大树,龙猫,出演
李思捷,喜剧之王,出演
南香织,未麻的部屋,出演
安波米德,遗愿清单,出演
陈昭荣,饮食男女,出演
保志总一朗,未麻的部屋,出演
艾丽卡·里瓦斯,荒蛮故事,出演
丹尼斯·克里斯托弗,被解救的姜戈,出演
马妮·尼克松,音乐之声,出演
玛丽娜·朱迪切,天堂电影院,出演
卢·帕尔特,泰坦尼克号,出演
特德·曼森,本杰明·巴顿奇事,出演
杰基·厄尔·哈利,禁闭岛,出演
穆瓦科·卡姆布卡,飞越疯人院,出演
康查塔·费雷尔,剪刀手爱德华,出演
斯蒂芬·亨德森,海边的曼彻斯特,出演
肖恩·里德,美丽心灵,出演
蒂姆·罗宾斯,肖申克的救赎,出演
乔纳森·伊万斯-琼斯,泰坦尼克号,出演
丹尼尔·特鲁希特,音乐之声,出演
马库斯·赫林,海蒂和爷爷,出演
沃尔特·拉萨利,爱在午夜降临前,出演
佛罗伦斯·李,城市之光,出演
吴大维,霸王别姬,出演
吴大维,鬼子来了,出演
约翰·贝西,指环王3：王者无敌,出演
约翰·贝西,指环王2：双塔奇兵,出演
丽芙·泰勒,指环王3：王者无敌,出演
丽芙·泰勒,指环王2：双塔奇兵,出演
丽芙·泰勒,指环王1：魔戒再现,出演
罗温·维特,黑客帝国,出演
梅田凡乃,情书,出演
蕾妮·盖耶,玛丽和马克思,出演
卡斯·安瓦尔,幸福终点站,出演
卡斯·安瓦尔,房间,出演
卡斯·安瓦尔,源代码,出演
文森特·阿德里安,波西米亚狂想曲,出演
马修·阿马立克,布达佩斯大饭店,出演
艾丽莎·奈特,机器人总动员,出演
SarahMcLeod,指环王3：王者无敌,出演
斯科特·格伦,沉默的羔羊,出演
斯科特·格伦,谍影重重3,出演
桐本拓哉,你看起来好像很好吃,出演
夏奇拉,疯狂动物城,出演
凯拉·奈特莉,加勒比海盗,出演
凯拉·奈特莉,傲慢与偏见,出演
凯拉·奈特莉,模仿游戏,出演
凯拉·奈特莉,真爱至上,出演
凯拉·奈特莉,再次出发之纽约遇见你,出演
张慧珍,寄生虫,出演
朴孝新,寄生虫,出演
娜塔莎·麦克艾霍恩,楚门的世界,出演
杨真诚,素媛,出演
宫下荣治,红辣椒,出演
安德鲁·哈维尔,模仿游戏,出演
塔里克·洛维,爆裂鼓手,出演
杰克·麦克布瑞尔,神偷奶爸,出演
杰克·麦克布瑞尔,无敌破坏王,出演
尼可莱塔·布拉斯基,美丽人生,出演
达拉,沉默的羔羊,出演
多米尼克·查尼斯,教父2,出演
夏帆,海街日记,出演
休·B·赫鲁伯,遗愿清单,出演
迪伦·库斯曼,死亡诗社,出演
童弟,霸王别姬,出演
亚里安妮·拉贝德,爱在午夜降临前,出演
托尔斯滕·米凯利斯,朗读者,出演
安原义人,天空之城,出演
卡门·阿尔根齐亚诺,教父2,出演
卡门·阿尔根齐亚诺,致命ID,出演
坦普·皮戈特,魂断蓝桥,出演
陈妤,饮食男女,出演
塔玛拉·布朗,黑客帝国,出演
朱诺·坦普尔,蝙蝠侠：黑暗骑士崛起,出演
凯瑟琳·基纳,疯狂原始人,出演
凯瑟琳·基纳,再次出发之纽约遇见你,出演
罗兰,疯狂的石头,出演
艾力克斯·伯恩斯,幸福终点站,出演
罗伯塔·蕾娜,天堂电影院,出演
切斯特·康克林,摩登时代,出演
维克托·乔里,乱世佳人,出演
DanChase,幸福终点站,出演
希瑟·伯恩斯,海边的曼彻斯特,出演
兰道尔·爱德华,房间,出演
曹雷,天书奇谭,出演
尼尔·帕特里克·哈里斯,消失的爱人,出演
格里芬·邓恩,达拉斯买家俱乐部,出演
张赫镇,釜山行,出演
玛吉·史密斯,哈利·波特与魔法石,出演
玛吉·史密斯,哈利·波特与死亡圣器(下),出演
玛吉·史密斯,哈利·波特与阿兹卡班的囚徒,出演
玛吉·史密斯,哈利·波特与密室,出演
玛吉·史密斯,哈利·波特与火焰杯,出演
瑞恩·赫斯特,拯救大兵瑞恩,出演
志村乔,七武士,出演
志村乔,罗生门,出演
法纳·莫科纳,卢旺达饭店,出演
亨利·热内斯,虎口脱险,出演
霍卫民,心迷宫,出演
艾德里安·布洛迪,钢琴家,出演
艾德里安·布洛迪,布达佩斯大饭店,出演
艾德里安·布洛迪,超脱,出演
理查德·麦克格纳格尔,遗愿清单,出演
迈克尔-杰斯,阿甘正传,出演
汤姆·达尔格伦,教父2,出演
波希娅·纳尔逊,音乐之声,出演
田中秀幸,红辣椒,出演
金秉玉,新世界,出演
鲁迪·邦德,教父,出演
伊莎贝尔·南蒂,天使爱美丽,出演
寺岛进,无人知晓,出演
寺岛进,步履不停,出演
马特·多兰,黑客帝国,出演
尚楠,阳光灿烂的日子,出演
丹·弗雷登堡,谍影重重3,出演
詹妮弗·迪弗朗西斯科,遗愿清单,出演
布莱恩·普林格,海上钢琴师,出演
彼得·迈尔斯,拯救大兵瑞恩,出演
艾尔莎·瑞雯,泰坦尼克号,出演
艾丽西亚·奥奇瑟,幸福终点站,出演
理查德·希夫,我是山姆,出演
凯瑟琳·斯戴曼,时空恋旅人,出演
理查德·卡特,疯狂的麦克斯4：狂暴之路,出演
内森·甘宝,蝙蝠侠：黑暗骑士,出演
内森·菲利安,拯救大兵瑞恩,出演
刘风,天书奇谭,出演
爱波·塔布琳,被解救的姜戈,出演
约翰·威廉·高尔特,阿甘正传,出演
邹兆龙,黑客帝国3：矩阵革命,出演
邹兆龙,东邪西毒,出演
邹兆龙,九品芝麻官,出演
邹兆龙,黑客帝国2：重装上阵,出演
杰森·贝瑞,泰坦尼克号,出演
蔡卫东,鬼子来了,出演
斯图尔特·霍姆斯,雨中曲,出演
凯尔·赫伯特,无敌破坏王,出演
吉姆·诺顿,穿条纹睡衣的男孩,出演
BetteArlen,雨中曲,出演
巴哈丽·西迪奇,小鞋子,出演
柄本明,被嫌弃的松子的一生,出演
柄本明,小偷家族,出演
马克西米利安·福尔马尔,浪潮,出演
埃琳诺·帕克,音乐之声,出演
威廉希路,岁月神偷,出演
布莱恩·豪威,当幸福来敲门,出演
布莱恩·豪威,猫鼠游戏,出演
黛博拉·奥夫纳,黑天鹅,出演
丹尼·爱罗,这个杀手不太冷,出演
丹尼·爱罗,教父2,出演
丹尼·爱罗,美国往事,出演
KevinFernandes,天使爱美丽,出演
宇津井健,七武士,出演
王渝文,饮食男女,出演
坂本千夏,龙猫,出演
坂本千夏,风之谷,出演
坂本千夏,魔女宅急便,出演
埃里卡·麦克德莫特,海边的曼彻斯特,出演
维尼·琼斯,两杆大烟枪,出演
苏哈妮·巴特纳格尔,摔跤吧！爸爸,出演
多罗西·吉金斯,音乐之声,出演
奥斯汀·潘德尔顿,美丽心灵,出演
莫妮卡·波特,电锯惊魂,出演
宫路佳具,鬼子来了,出演
朴真宇,杀人回忆,出演
卢伦·塔特尔,惊魂记,出演
杰拉尔丁·辛格,绿皮书,出演
斯蒂菲·格罗特,达拉斯买家俱乐部,出演
马丁·鲍尔萨姆,十二怒汉,出演
马丁·鲍尔萨姆,惊魂记,出演
刘承睦,杀人回忆,出演
上条恒彦,千与千寻,出演
上条恒彦,幽灵公主,出演
安德里亚·迪·斯戴法诺,少年派的奇幻漂流,出演
张少怀,大佛普拉斯,出演
辛·劳洛,勇敢的心,出演
RobertFoulk,雨中曲,出演
亚美莉卡·费雷拉,驯龙高手,出演
保罗·考尔德伦,低俗小说,出演
安格斯·桑普森,疯狂的麦克斯4：狂暴之路,出演
凯特琳·帕西托,怦然心动,出演
赵志凌,功夫,出演
大泉洋,千与千寻,出演
大泉洋,哈尔的移动城堡,出演
史蒂芬·柯林斯,血钻,出演
胡庆汉,天书奇谭,出演
吉姆·克洛克,绿皮书,出演
爱德华德·弗莱彻,泰坦尼克号,出演
斯坦利·图齐,幸福终点站,出演
斯坦利·图齐,聚焦,出演
卡尔洛斯德林克沃特,指环王2：双塔奇兵,出演
西恩·奥斯汀,指环王3：王者无敌,出演
西恩·奥斯汀,指环王2：双塔奇兵,出演
西恩·奥斯汀,指环王1：魔戒再现,出演
莫特·米尔斯,惊魂记,出演
伯特史蒂文斯,音乐之声,出演
维尔纳·德恩,窃听风暴,出演
伊莎贝尔·罗斯,阿甘正传,出演
王侃,色，戒,出演
凯特·温丝莱特,泰坦尼克号,出演
凯特·温丝莱特,朗读者,出演
